label,text,Fake Authority Claim,Threat Language,Payment Pressure,Remote Access Request,OTP Request,Isolation Tactics
normal,"at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,0,0,0,0,0
normal,Prabha..i'm soryda..realy..from heart i'm sory.,0,0,0,0,0,0
normal,Lol ok your forgiven :),0,0,0,0,0,0
normal,No..just change that only..,0,0,0,0,0,0
normal,So:)no competition for him.,0,0,0,0,0,0
normal,Shall i come to get pickle.,0,0,0,0,0,0
normal,Were gonna  get some tacos.,0,0,0,0,0,0
normal,"That's very rude, you on campus?",0,0,0,0,0,0
scam,"URGENT!: Your Mobile Number was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our second attempt to contact YOU! Call 0871-872-9755 BOX95QU",0,0,0,0,0,0
normal,Hi i won't be heard for christmas. But do enjoy and merry x'mas.,0,0,0,0,0,0
scam,"Today's Offer! Claim your £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",0,0,0,0,0,0
normal,Yes! How is a pretty lady like you single?,0,0,0,0,0,0
scam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel you Teletext Pg 750.,0,0,0,0,0,0
normal,What Today-sunday..sunday is holiday..so no work..,0,0,0,0,0,0
normal,Goodnight....take care...practice going on.,0,0,0,0,0,0
normal,I'll be late...,0,0,0,0,0,0
normal,"I've not called you in a while. This is hoping it was later malaria and that you know that we miss you guys. I miss Bani big, so please give her my love especially. Have a great day.",0,0,0,0,0,0
normal,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boy toy and send you a passionate kiss from across the sea.",0,0,0,0,0,0
normal,"Probably gonna be here for a while, see you later tonight &lt;)",0,0,0,0,0,0
normal,Or maybe my fate fingers just press all these buttons and it doesn't know what to do.,0,0,0,0,0,0
normal,Ummmmmaah Many many happy returns of the day my dear sweet heart.. HAPPY BIRTHDAY dear,0,0,0,0,0,0
normal,"I am in tirupur, once you started from office call me.",0,0,0,0,0,0
normal,But i am going to college pa. What to do. are else ill come there it self. Pa.,0,0,0,0,0,0
normal,4 o'clock at mine. Just to bash out a flat plan.,0,0,0,0,0,0
normal,This girl does not stay in bed. This girl doesn't need recovery time. I would rather pass out while having fun then be cooped up in bed,0,0,0,0,0,0
normal,Then any special there?,0,0,0,0,0,0
normal,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0,0,0,0,0,0
normal,"Sorry that took so long, omw now",0,0,0,0,0,0
normal,Wait  &lt;#&gt;  min..,0,0,0,0,0,0
normal,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0,0,0,0,0,0
normal,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,0,0,0,0,0
normal,"Hurry up, I've been weed-deficient for like three days",0,0,0,0,0,0
normal,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,0,0,0,0,0
normal,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,0,0,0,0,0
normal,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0,0,0,0,0,0
normal,O. Well you have causes mutations. Sunscreen is like essential thesedays,0,0,0,0,0,0
normal,Having lunch:)you are not in online?why?,0,0,0,0,0,0
normal,I know that my friend already told that.,0,0,0,0,0,0
normal,Hi Princess! Thank you for the pictures. You are very pretty. How are you?,0,0,0,0,0,0
normal,"Aiyo... you always see our example one... I don't about me, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",0,0,0,0,0,0
normal,Hi message me:)i'm in office..,0,0,0,0,0,0
normal,Thanks for e brownie it's very nice...,0,0,0,0,0,0
normal,Geeeee ... I love you so much I can barely stand it.,0,0,0,0,0,0
normal,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,0,0,0,0,0
normal,"I will call you tommarow at ninish, with my address that icky American freek won't stop callin me to bad Jen k eh?",0,0,0,0,0,0
normal,Oooh bed ridden eye? What are YOU thinking of?,0,0,0,0,0,0
normal,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,0,0,0,0,0
normal,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,0,0,0,0,0
normal,Would you WANNA DO THEN MISSY?,0,0,0,0,0,0
normal,Yar lor wait for my mum to finish such then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,0,0,0,0,0
normal,Do you know where my lab goggles went,0,0,0,0,0,0
normal,Can you open the door?,0,0,0,0,0,0
normal,Waiting for your call.,0,0,0,0,0,0
normal,Nope i waiting in such for daddy...,0,0,0,0,0,0
scam,"You have won? 1,000 cash or a ?2,000 prize! To claim, call 09050000327",0,0,0,0,0,0
normal,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0,0,0,0,0,0
normal,you wait for me in such i finish ard..,0,0,0,0,0,0
scam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",0,0,0,0,0,0
normal,"Arraneged marriage is while you are walking unfortuntly a snake bites you. but love marriage is dancing in front of the snake &amp; sayin Bite me, bite me.",0,0,0,0,0,0
normal,Huh so early.. Then you having dinner outside izzit?,0,0,0,0,0,0
normal,Ok anyway no need to change with what you said,0,0,0,0,0,0
scam,We tried to contact you are your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,0,0,0,0,0
normal,my ex-wife was not able to have kids. Do you want kids one day?,0,0,0,0,0,0
normal,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,0,0,0,0,0
normal,Tell them you have a headache and just want to use 1 hour of sick time.,0,0,0,0,0,0
normal,"I don't think i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",0,0,0,0,0,0
normal,"""Pete can you please ring meive hardly gotany credit""",0,0,0,0,0,0
normal,Ya srsly better than yi tho,0,0,0,0,0,0
normal,"I'm in a meeting, call me later at",0,0,0,0,0,0
scam,"For your chance to win a £250 wkly shopping spree TEXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,0,0,0,0,0
scam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,0,0,0,0,0,0
normal,You still at grand prefix?,0,0,0,0,0,0
normal,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Good night...",0,0,0,0,0,0
normal,I am great! How are you?,0,0,0,0,0,0
normal,Good morning dear have a nice day,0,0,0,0,0,0
scam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,0,0,0,0,0,0
normal,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0,0,0,0,0,0
normal,I'm going out to buy mum's present ar.,0,0,0,0,0,0
normal,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0,0,0,0,0,0
normal,If you sending her home first it's ok lor. I'm not ready yet.,0,0,0,0,0,0
scam,Speaking of does he have any cash yet?,0,0,0,0,0,0
normal,Be happy there. I will come after noon,0,0,0,0,0,0
normal,Meet after lunch la...,0,0,0,0,0,0
normal,TaKe CaRE and gET WeLL sOOn,0,0,0,0,0,0
normal,what I meant to say is can't wait to see you again getting bored of this bridgwater banter,0,0,0,0,0,0
normal,Never mind it's ok..,0,0,0,0,0,0
normal,"It's fine, imma get a drink or something. Want me to come find you?",0,1,0,0,0,0
scam,22 days to kick off! For Euro2004 you will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,0,0,0,0,0,0
normal,It's a valentine game. Send this message to all your friends. .. If 5 answers are the same then someone really loves you. Question- which colour suits me the best?reply me,0,0,0,0,0,0
normal,I have many dependents,0,0,0,0,0,0
normal,THANKS TODAY CERe IT WAS NICE to CATCH UP BUT WE AVE to FIND MORE TIME MORE OFTEN OH WELL TAKE CARE see you SOON.,0,0,0,0,0,0
normal,I called and said all to him:)then he have to choose this future.,0,0,0,0,0,0
normal,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",0,0,0,0,0,0
normal,He like not v shock leh. becouse telling shuhui is like telling leona also. Like date almost all know liao. He got ask me about your reaction lor.,0,0,0,0,0,0
normal,For my family happiness..,0,0,0,0,0,0
normal,I come n pick you up... Come out immediately after your lesson...,0,0,0,0,0,0
normal,Let there be snow. Let there be snow. This kind of weather brings people together so friendships can grow.,0,0,0,0,0,0
normal,Dear we got  &lt;#&gt;  dollars hi hi,0,0,0,0,0,0
normal,Good words.... But words may leave you in dismay many times.,0,0,0,0,0,0
normal,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0,0,0,0,0,0
normal,"sorry, no, have got few things to do. may be in public later.",0,0,0,0,0,0
normal,"Nah it's straight, if you can just bring but or drinks or something that's actually a little more useful than straight cash.",0,0,0,0,0,0
normal,"Haha good to hear, I'm officially paid and on the market for an 8th.",0,0,0,0,0,0
normal,How many licks does it take to get to the center of a tootsie pop?,0,0,0,0,0,0
normal,Yup i think they are a teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,0,0,0,0,0
scam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,0,0,0,0,0,0
normal,Please don't say like that. Hi hi hi,0,0,0,0,0,0
normal,Oh that was a forwarded message. I thought you send that to me.,0,0,0,0,0,0
normal,Got it. Seventeen pounds for seven hundred ml – hope ok.,0,0,0,0,0,0
normal,Me and him so funny...,0,0,0,0,0,0
normal,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0,0,0,0,0,0
normal,When you login date time... Dad fetching you home now?,0,0,0,0,0,0
normal,"What will we do in the shower, baby?",0,0,0,0,0,0
normal,I had askd u a question some hours before. Its answer,0,0,0,0,0,0
normal,"Well i am definitely need to restock before thanksgiving, I'll let you know when I'm out",0,0,0,0,0,0
normal,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",0,0,0,0,0,0
normal,Probably gonna swing by in a wee bit.,0,0,0,0,0,0
normal,Ya very nice. . .be ready on thursday.,0,0,0,0,0,0
normal,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,0,0,0,0,0,0
normal,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about you?",0,0,0,0,0,0
normal,Do you mind if I ask what happened? You don't have to say if it is uncomfortable.,0,0,0,0,0,0
normal,No problem. I will send to your email.,0,0,0,0,0,0
scam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call 09050000327.",0,0,0,0,0,0
normal,Thats cool! Sometimes slow and gentle. Sometimes rough and hard.,0,0,0,0,0,0
normal,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,0,0,0,0,0
normal,"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,0,0,0,0,0
normal,Fine i miss you very much.,0,1,0,0,0,0
normal,Did you got that persons story,0,0,0,0,0,0
normal,Tell them the drug dealer's getting impatient,0,0,0,0,0,0
normal,"Sun can't come to earth but send l as rays. cloud can't come to river but send luv as rain. I can't come to meet you, but can send my care as message to you. Good evning.",0,0,0,0,0,0
normal,You will be in the place of that man.,0,0,0,0,0,0
normal,"It doesn't make sense to take it there unless its free. If you need to know more, wikipedia.com",0,0,0,0,0,0
normal,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,0,0,0,0,0
normal,Then mum's repent how?,0,0,0,0,0,0
normal,Sorry me going home first... Daddy come fetch you later.,0,0,0,0,0,0
normal,Leave it de. Start Prepare for next.,0,0,0,0,0,0
normal,Yes baby! We can study all the positions of the kama sutra.,0,0,0,0,0,0
normal,En chikku nange bakra msg kalstiya..then had tea/coffee.,0,0,0,0,0,0
normal,Carlos'll be here in a minute if you still need to buy.,0,0,0,0,0,0
normal,This pay is  &lt;DECIMAL&gt lakhs.,0,0,0,0,0,0
normal,Have a good evening! Title.,0,0,0,0,0,0
normal,Did you receive my message?,0,0,0,0,0,0
normal,Ho ho - big belly laugh! See ya tomorrow.,0,0,0,0,0,0
normal,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0,0,0,0,0,0
normal,"I've got  &lt;#&gt; , any way I could pick up?",0,0,0,0,0,0
normal,"I don't know pa, i just drink milk.",0,0,0,0,0,0
normal,May be?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,0,0,0,0,0,0
normal,"Piggy, are you awake? I bet you are still sleeping. I'm going for lunch now.",0,0,0,0,0,0
normal,Cause I'm not freaky lol.,0,0,0,0,0,0
normal,Missed your call cause I was yelling at scrappy. Miss you. Can't wait for you to come home. I'm so lonely today.,0,0,0,0,0,0
normal,What is this 'hex' place you talk of? Explain!,0,0,0,0,0,0
normal,you log off for what. It's sdryb8i.,0,0,0,0,0,0
normal,Is xy going for lunch?,0,0,0,0,0,0
scam,Hi I'm sure. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,0,0,0,0,0,0
normal,I wanted to ask ü to wait 4 me to finish lect. because my lecture finishes in an hour anyway.,0,0,0,0,0,0
normal,Have you finished work yet?,0,0,0,0,0,0
normal,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0,0,0,0,0,0
normal,"Dear,Me at cherthala.in case you are coming cochin please call before you start.i shall also reach accordingly.or tell me which day you are coming.tommorow i am engaged ans its holiday.",0,0,0,0,0,0
normal,Thanks love. But am i doing torch or bold.,0,0,0,0,0,0
normal,Was the farm open?,0,0,0,0,0,0
normal,Sorry to trouble you again. Can buy 4d for my dad again?,0,0,0,0,0,0
normal,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,0,0,0,0,0
normal,Will purchase  stuff today and mail to you. Do you have a po box number?,0,0,0,0,0,0
normal,Ah poop. Looks like ill prob have to send in my laptop to get fixed because it has a gpu problem,0,0,0,0,0,0
normal,Good. Good job. I like entrepreneurs,0,0,0,0,0,0
normal,"Aight, you close by or still down around alex's place?",0,0,0,0,0,0
normal,meet you in corporation st outside gap … you can see how my mind is working!,0,0,0,0,0,0
normal,Mum ask you to buy food home...,0,0,0,0,0,0
normal,OK..you also don't message or reply to his message..,0,0,0,0,0,0
normal,How much you are willing to pay?,0,0,0,0,0,0
normal,What is important is that you prevent dehydration by giving her enough fluids.,0,0,0,0,0,0
normal,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,0,0,0,0,0
normal,True dear..i sat to pray evening and felt so.so i sms'd you in some time.,0,0,0,0,0,0
normal,"I don't think I can get away for a trek that long with family in town, sorry",0,0,0,0,0,0
normal,So when do you wanna gym harri.,0,0,0,0,0,0
normal,Quite late lar... Ard 12 anyway i would not driving...,0,0,0,0,0,0
normal,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,0,0,0,0,0
scam,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,0,0,0,0,0
normal,He also knows about lunch menu only da. . I know,0,0,0,0,0,0
normal,When i have stuff to sell i will tell you.,0,0,0,0,0,0
normal,Book which lesson? then you message me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,0,0,0,0,0
scam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,0,0,0,0,0,0
normal,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,0,0,0,0,0
normal,Oh is it? Send me the address,0,0,0,0,0,0
normal,it's fine. Anytime. All the best with it.,0,1,0,0,0,0
normal,That is wondar full flim.,0,0,0,0,0,0
normal,Ya even those cookies have jelly on them,0,0,0,0,0,0
normal,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction? or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,0,0,0,0,0
normal,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,0,0,0,0,0
normal,Of ourse can learn i'm not so ba dao ok... 1 pm lor... why you never ask where we go ah... I said you would ask on fri but he said you will ask today...,0,0,0,0,0,0
normal,"Alright omw, gotta change my order to a half8th",0,0,0,0,0,0
normal,Exactly. Anyways how far. Is jide her to study or just visiting,0,0,0,0,0,0
normal,Dunno why you ask me.,0,0,0,0,0,0
normal,No he didn't. Spring is coming early yay!,0,0,0,0,0,0
normal,Lol you won't feel bad when I use her money to take you out to a steak dinner.,0,0,0,0,0,0
normal,Even you don't get in trouble while convincing..just tell him once or twice and just tell neglect his msgs don't see and read it..just don't reply,0,0,0,0,0,0
normal,Leaving to qatar tonite in search of an opportunity.all went fast.please add me in your prayers dear.Rakhesh,0,0,0,0,0,0
normal,Then why no one talking to me,0,0,0,0,0,0
normal,Thanks for looking out for me. I really appreciate.,0,0,0,0,0,0
normal,Wish i were with you now!,0,0,0,0,0,0
normal,Haha may be you are right... you know me well. the feeling of being liked by someone is good lor. you faster go find one then all gals in our group attached liao.,0,0,0,0,0,0
normal,Yes i will be there. Glad you made it.,0,0,0,0,0,0
normal,Do well :)all will for little time. Thing of good times ahead:,0,0,0,0,0,0
normal,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back till at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,0,0,0,0,0
normal,Ok. There may be a free gym about.,0,0,0,0,0,0
normal,Men like shorter ladies. Gaze up into his eyes.,0,0,0,0,0,0
normal,Dunno he just say go lido. Same time 930.,0,0,0,0,0,0
normal,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Title!",0,0,0,0,0,0
normal,Don't give me that lip caveboy,0,0,0,0,0,0
normal,When did you get to the library,0,0,0,0,0,0
normal,Realy sorry-i don't recognise this number and am now confused :) who are you please?!,0,0,0,0,0,0
normal,So why did not you holla?,0,0,0,0,0,0
normal,Can't think of anyone with * spare room off * top of my head,0,0,0,0,0,0
normal,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,0,0,0,0,0
normal,you should have made an appointment,0,0,0,0,0,0
normal,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,0,0,0,0,0
normal,"We are at grandmas. Oh dear, you still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,0,0,0,0,0
normal,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,0,0,0,0,0
normal,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,0,0,0,0,0
scam,you are awarded a City Break and could WIN a £200 Summer Shopping spree every WeeK. Text STORE to 88039.,0,0,0,0,0,0
normal,"I'm not goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go this time...",0,0,0,0,0,0
normal,"Sorry, I'll call later",0,0,0,0,0,0
normal,I can't pick the phone right now. Please send a message,0,0,0,0,0,0
normal,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,0,0,0,0,0
normal,Not getting anywhere with this damn job hunting over here!,0,0,0,0,0,0
normal,Lol! you drunkard! Just doing my hair at the moment. Yeah still up 4 to night. What's the plan?,0,0,0,0,0,0
normal,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,0,0,0,0,0
normal,I will be there with in  &lt;#&gt;  minutes. Got any space,0,0,0,0,0,0
normal,Just sleeping..and surfing,0,0,0,0,0,0
normal,Thanks for picking up the trash.,0,0,0,0,0,0
normal,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,0,0,0,0,0
normal,"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",0,0,0,0,0,0
normal,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,0,0,0,0,0
normal,That means get the door,0,0,0,0,0,0
normal,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,0,0,0,0,0
normal,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,0,0,0,0,0
scam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,0,0,0,0,0,0
normal,Don't think so. It turns off like randomlly within 5min of opening,0,0,0,0,0,0
normal,"She was supposed to be but couldn't make it, she's still in town though",0,0,0,0,0,0
normal,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,0,0,0,0,0
normal,Good morning dear have a nice day,0,0,0,0,0,0
normal,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but please know that you are fondly being those off. Have a great week. Abiola,0,0,0,0,0,0
normal,All the best for you driving tomorrow.,0,0,0,0,0,0
normal,why? WHERE you AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0,0,0,0,0,0
normal,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,0,0,0,0,0
normal,There generally isn't one. It's an uncountable noun - you in the dictionary. pieces of research?,0,0,0,0,0,0
normal,it's really getting me down just hanging around.,0,0,0,0,0,0
normal,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",0,0,0,0,0,0
normal,Ok i message you before i leave my house.,0,0,0,0,0,0
normal,"""Gimme a few"" was  &lt;#&gt;  minutes ago",0,0,0,0,0,0
normal,Appt is at &lt;TIME&gt; am. Not my fault you don't listen. I told you twice,0,0,0,0,0,0
normal,ok I'll be there before 4.,0,0,0,0,0,0
normal,I would third its very important.,0,0,0,0,0,0
normal,"sure, but make sure he knows we aim't smoking yet.",0,0,0,0,0,0
normal,you always work. Just quit.,0,0,0,0,0,0
normal,I am taking half day leave become i am not well,0,0,0,0,0,0
normal,I don't wanna get out of bed. It's so warm.,0,0,0,0,0,0
normal,S:)s.nervous  &lt;#&gt; :),0,0,0,0,0,0
normal,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,0,0,0,0,0
scam,Congratulations your awarded either £500 of CD gift vouchers & Free entry to our £100 weekly draw text MUSIC to 87066,0,0,0,0,0,0
normal,I borrow your bag ok.,0,0,0,0,0,0
normal,Where's my boytoy? I miss you ... What happened?,0,0,0,0,0,0
normal,"He has lots of used ones babe, but the model doesn't help. You have to bring it over and he'll match it up.",0,0,0,0,0,0
normal,Also are you bringing galileo or dobby.,0,0,0,0,0,0
normal,Then why you not responding,0,0,0,0,0,0
normal,"""BOO BABE! you ENJOYINg YOURJOB? you SEEMED to be GETTIN ON WELL HUNNY!HOPE you are OK?TAKE CARE & ILLSPEAK to you SOONLOTS OF LOVEME XXXX.""",0,0,0,0,0,0
normal,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,0,0,0,0,0
normal,On the road so can't text,0,0,0,0,0,0
normal,"SMSSERVICES. for your inclusive text credits, please goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge.",0,0,0,0,0,0
normal,Hmm .. Bits and pieces lol ... *sighs* ...,0,0,0,0,0,0
normal,Hahaha..use your brain dear.,0,0,0,0,0,0
normal,Hey. You got any mail?,0,0,0,0,0,0
normal,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,0,0,0,0,0
normal,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,0,0,0,0,0
scam,you have a secret admirer. REVEAL who thinks you are So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per message record. Customer care 07821230901,0,0,0,0,0,0
normal,Hi mate its RV did you hav a nice hol just a message 3 say hello becose haven't sent you one in ages started driving so stay off roads!,0,0,0,0,0,0
scam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",0,0,0,0,0,0
normal,"Thank you so much. When we skyped with koz and sura, we didn't get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countinue down to aburo. Enjoy! This is the message i sent days ago.",0,0,0,0,0,0
normal,Good Morning my Dear........... Have a great &amp; successful day.,0,0,0,0,0,0
scam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0,0,0,0,0,0
normal,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,0,0,0,0,0
normal,I love you soo much you don't understand how special you are to me ring you tomorrow love you.,0,0,0,0,0,0
normal,"Please send me a comprehensive mail about who i'm paying, when and how much.",0,0,0,0,0,0
normal,Our Prashanthettan's mother passed away last night. pray for her and family.,0,0,0,0,0,0
scam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,0,0,0,0,0
normal,"ok, when are you going?",0,0,0,0,0,0
normal,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,0,0,0,0,0
normal,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,0,0,0,0,0
normal,I am in office:)whats the matter..msg me now.i will call you at break:).,0,0,0,0,0,0
normal,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,0,0,0,0,0
normal,you reach orchard already? you want to go buy tickets first?,0,0,0,0,0,0
normal,"I am real, baby! I want to bring out your inner tigress...",0,0,0,0,0,0
normal,No da if you run that it activate the full version da.,0,0,0,0,0,0
normal,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPeaK to you LOTS OF LOVEJEN XXX.""",0,0,0,0,0,0
normal,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,0,0,0,0,0
scam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,0,0,0,0,0,0
normal,Going to take your babe out ?,0,0,0,0,0,0
normal,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  will be there in sathy then we will go to RTO office. Reply me after came to home.,0,0,0,0,0,0
normal,Spoons it is then okay?,0,0,0,0,0,0
normal,Did he just say somebody is named tampa,0,0,0,0,0,0
normal,In work now. Going have in few min.,0,0,0,0,0,0
normal,Your brother is a genius.,0,0,0,0,0,0
normal,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,0,0,0,0,0
normal,Did you find out what time the bus is at coz i need to sort some stuff out.,0,0,0,0,0,0
normal,Dude i have been seeing a lotta corvettes lately,0,0,0,0,0,0
